;Produced by Yue Chen, @LANL, on Jul  3, 2018
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data used as inputs for forecasting models: OMNI data between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), Dst(nT), upstream solar wind speed (km/s), upstream solar wind proton density
;

;format (I5, 3x, f15.4, 3e15.2)

  S/N              Time            Dst      S/W speed     S/W p+ den
 5127         1068.1042      -1.10e+01       4.36e+02       5.70e+00
 5128         1068.3125      -1.25e+01       4.26e+02       5.75e+00
 5129         1068.5208      -6.00e+00       4.71e+02       5.75e+00
 5130         1068.7292       4.50e+00       4.94e+02       1.06e+01
 5131         1068.9375      -1.50e+00       4.84e+02       9.55e+00
 5132         1069.1458      -9.50e+00       4.66e+02       4.40e+00
 5133         1069.3542      -5.00e-01       4.29e+02       4.00e+00
 5134         1069.5625      -1.50e+00       4.16e+02       3.75e+00
 5135         1069.7708      -4.50e+00       3.98e+02       3.85e+00
 5136         1069.9792      -5.00e+00       3.88e+02       3.80e+00
 5137         1070.1875       5.00e+00       3.78e+02       1.04e+01
 5138         1070.3958       8.00e+00       3.50e+02       1.12e+01
 5139         1070.6042       8.00e+00       3.40e+02       1.15e+01
 5140         1070.8125       7.50e+00       3.46e+02       1.02e+01
 5141         1071.0208       1.00e+01       3.59e+02       1.08e+01
 5142         1071.2292       1.20e+01       3.30e+02       1.66e+01
 5143         1071.4375       7.00e+00       3.56e+02       4.00e+00
 5144         1071.6458       4.00e+00       3.62e+02       5.45e+00
 5145         1071.8542       3.50e+00       3.56e+02       5.30e+00
 5146         1072.0625       6.50e+00       3.44e+02       7.60e+00
 5147         1072.2708       1.00e+01       3.52e+02       1.01e+01
 5148         1072.4792      -1.80e+01       3.42e+02       7.80e+00
 5149         1072.6875      -4.50e+00       3.54e+02       5.50e+00
 5150         1072.8958      -8.00e+00       3.28e+02       4.45e+00
 5151         1073.1042      -2.50e+00       3.32e+02       2.10e+00
 5152         1073.3125      -5.00e+00       3.14e+02       3.30e+00
 5153         1073.5208       1.00e+00       3.14e+02       4.60e+00
 5154         1073.7292      -1.00e+00       3.04e+02       5.05e+00
 5155         1073.9375       1.00e+00       2.90e+02       8.15e+00
 5156         1074.1458       4.00e+00       2.80e+02       9.40e+00
 5157         1074.3542       5.00e-01       2.76e+02       1.27e+01
 5158         1074.5625       2.00e+00       2.64e+02       1.09e+01
 5159         1074.7708       9.00e+00       2.76e+02       1.43e+01
 5160         1074.9792       9.00e+00       2.78e+02       1.71e+01
 5161         1075.1875       1.00e+00       2.81e+02       1.99e+01
 5162         1075.3958      -1.70e+01       2.84e+02       1.59e+01
 5163         1075.6042      -9.50e+00       2.76e+02       1.76e+01
 5164         1075.8125      -2.60e+01       2.90e+02       1.02e+01
 5165         1076.0208      -4.40e+01       3.08e+02       1.84e+01
 5166         1076.2292      -4.55e+01       3.02e+02       1.71e+01
 5167         1076.4375      -3.05e+01       2.98e+02       7.30e+00
 5168         1076.6458      -1.70e+01       2.92e+02       1.18e+01
 5169         1076.8542      -6.50e+00       2.72e+02       1.79e+01
 5170         1077.0625      -7.00e+00       2.69e+02       1.87e+01
 5171         1077.2708      -1.00e+00       2.76e+02       2.62e+01
 5172         1077.4792       1.30e+01       2.77e+02       4.04e+01
 5173         1077.6875       8.50e+00       3.19e+02       2.16e+01
 5174         1077.8958      -9.00e+00       3.37e+02       1.81e+01
 5175         1078.1042      -5.10e+01       3.60e+02       1.14e+01
 5176         1078.3125      -3.25e+01       3.68e+02       1.54e+01
 5177         1078.5208      -1.15e+01       3.61e+02       1.48e+01
 5178         1078.7292      -1.70e+01       3.90e+02       5.05e+00
 5179         1078.9375      -1.05e+01       3.96e+02       6.00e+00
 5180         1079.1458      -6.00e+00       4.03e+02       5.85e+00
 5181         1079.3542       7.00e+00       4.14e+02       7.70e+00
 5182         1079.5625       6.50e+00       4.26e+02       5.75e+00
 5183         1079.7708       4.00e+00       4.46e+02       7.30e+00
 5184         1079.9792       9.50e+00       4.17e+02       7.80e+00
 5185         1080.1875      -6.50e+00       4.60e+02       7.10e+00
 5186         1080.3958      -9.00e+00       4.80e+02       5.75e+00
 5187         1080.6042      -6.00e+00       4.70e+02       4.95e+00
 5188         1080.8125      -1.20e+01       4.68e+02       4.45e+00
 5189         1081.0208       5.00e-01       4.72e+02       4.10e+00
 5190         1081.2292      -1.05e+01       4.53e+02       4.40e+00
 5191         1081.4375      -5.50e+00       4.42e+02       3.95e+00
 5192         1081.6458      -5.00e+00       4.31e+02       3.70e+00
 5193         1081.8542       4.00e+00       4.28e+02       5.95e+00
 5194         1082.0625       2.50e+00       4.10e+02       7.30e+00
 5195         1082.2708       7.50e+00       4.02e+02       1.18e+01
 5196         1082.4792      -8.00e+00       4.02e+02       5.05e+00
 5197         1082.6875      -1.55e+01       3.89e+02       6.50e+00
 5198         1082.8958      -1.60e+01       3.80e+02       6.45e+00
 5199         1083.1042      -2.65e+01       4.02e+02       1.70e+01
 5200         1083.3125      -3.75e+01       4.43e+02       6.80e+00
 5201         1083.5208      -2.30e+01       4.14e+02       4.15e+00
 5202         1083.7292      -1.85e+01       3.68e+02       3.80e+00
 5203         1083.9375      -1.10e+01       3.62e+02       6.30e+00
 5204         1084.1458       7.50e+00       3.98e+02       1.18e+01
 5205         1084.3542      -4.00e+00       4.18e+02       1.59e+01
 5206         1084.5625      -8.50e+00       4.02e+02       5.85e+00
 5207         1084.7708      -3.50e+00       3.97e+02       9.80e+00
 5208         1084.9792      -8.50e+00       3.78e+02       8.15e+00
 5209         1085.1875      -6.00e+00       3.91e+02       7.05e+00
 5210         1085.3958      -2.05e+01       3.72e+02       5.40e+00
 5211         1085.6042      -1.15e+01       3.62e+02       3.00e+00
 5212         1085.8125      -5.50e+00       3.72e+02       2.45e+00
 5213         1086.0208      -1.85e+01       3.36e+02       5.95e+00
 5214         1086.2292      -1.75e+01       3.39e+02       6.70e+00
 5215         1086.4375      -2.35e+01       3.32e+02       6.70e+00
 5216         1086.6458      -1.95e+01       3.28e+02       9.40e+00
 5217         1086.8542      -1.10e+01       3.42e+02       5.65e+00
 5218         1087.0625      -3.15e+01       3.38e+02       7.35e+00
 5219         1087.2708      -8.00e+00       3.54e+02       1.28e+01
 5220         1087.4792      -3.25e+01       3.55e+02       1.38e+01
 5221         1087.6875      -9.50e+00       3.48e+02       1.62e+01
 5222         1087.8958       1.70e+01       3.52e+02       3.40e+01
 5223         1088.1042       1.80e+01       3.64e+02       2.06e+01
 5224         1088.3125      -3.00e+00       3.96e+02       1.18e+01
 5225         1088.5208       0.00e+00       3.86e+02       1.15e+01
 5226         1088.7292      -1.00e+00       4.16e+02       5.55e+00
 5227         1088.9375      -3.50e+00       4.08e+02       6.15e+00
 5228         1089.1458       2.50e+00       4.08e+02       6.70e+00
 5229         1089.3542      -1.70e+01       3.87e+02       7.15e+00
 5230         1089.5625      -8.00e+00       3.74e+02       7.00e+00
 5231         1089.7708      -5.00e+00       3.95e+02       7.40e+00
 5232         1089.9792      -5.00e+00       3.86e+02       8.15e+00
 5233         1090.1875      -6.50e+00       3.70e+02       8.20e+00
 5234         1090.3958       5.00e-01       4.08e+02       9.45e+00
 5235         1090.6042       0.00e+00       4.09e+02       9.40e+00
 5236         1090.8125       5.50e+00       4.30e+02       1.02e+01
 5237         1091.0208      -2.45e+01       4.14e+02       1.47e+01
 5238         1091.2292      -1.95e+01       4.33e+02       1.34e+01
 5239         1091.4375      -1.65e+01       5.00e+02       1.93e+01
 5240         1091.6458      -2.35e+01       5.78e+02       1.27e+01
 5241         1091.8542      -4.75e+01       6.28e+02       6.65e+00
 5242         1092.0625      -3.90e+01       5.80e+02       6.40e+00
 5243         1092.2708      -3.95e+01       5.94e+02       6.70e+00
 5244         1092.4792      -3.80e+01       5.58e+02       5.90e+00
 5245         1092.6875      -2.60e+01       5.39e+02       6.45e+00
 5246         1092.8958      -4.90e+01       5.92e+02       4.15e+00
 5247         1093.1042      -4.95e+01       6.44e+02       3.10e+00
 5248         1093.3125      -4.80e+01       6.23e+02       3.60e+00
 5249         1093.5208      -3.05e+01       6.10e+02       3.05e+00
 5250         1093.7292      -3.00e+01       6.27e+02       2.95e+00
 5251         1093.9375      -2.45e+01       5.96e+02       2.80e+00
 5252         1094.1458      -2.45e+01       5.71e+02       2.80e+00
 5253         1094.3542      -2.95e+01       5.62e+02       3.30e+00
 5254         1094.5625      -2.55e+01       5.61e+02       2.80e+00
 5255         1094.7708      -2.90e+01       5.54e+02       3.50e+00
 5256         1094.9792      -2.35e+01       5.32e+02       3.30e+00
 5257         1095.1875      -2.45e+01       5.15e+02       2.80e+00
 5258         1095.3958      -1.95e+01       4.94e+02       2.95e+00
 5259         1095.6042      -1.85e+01       4.62e+02       2.10e+00
 5260         1095.8125      -1.80e+01       4.42e+02       2.90e+00
 5261         1096.0208      -8.50e+00       3.93e+02       5.80e+00
 5262         1096.2292      -1.30e+01       3.57e+02       7.75e+00
 5263         1096.4375      -1.20e+01       3.37e+02       5.45e+00
 5264         1096.6458      -1.05e+01       3.31e+02       6.55e+00
 5265         1096.8542      -1.25e+01       3.32e+02       7.85e+00
 5266         1097.0625      -5.00e+00       3.22e+02       9.55e+00
 5267         1097.2708       1.50e+00       3.29e+02       1.11e+01
 5268         1097.4792       2.50e+00       3.48e+02       1.11e+01
 5269         1097.6875       0.00e+00       3.46e+02       9.45e+00
 5270         1097.8958       0.00e+00       3.58e+02       7.45e+00
 5271         1098.1042      -3.50e+00       3.52e+02       6.80e+00
 5272         1098.3125      -1.00e+00       3.74e+02       5.90e+00
 5273         1098.5208       2.00e+00       3.68e+02       5.80e+00
 5274         1098.7292      -5.50e+00       3.63e+02       7.60e+00
 5275         1098.9375      -9.50e+00       3.60e+02       1.09e+01
 5276         1099.1458      -9.50e+00       3.49e+02       1.04e+01
 5277         1099.3542      -1.40e+01       3.44e+02       8.00e+00
 5278         1099.5625      -7.50e+00       3.25e+02       9.45e+00
 5279         1099.7708      -3.00e+00       3.28e+02       1.01e+01
 5280         1099.9792      -4.50e+00       3.18e+02       9.60e+00
 5281         1100.1875       6.00e+00       3.18e+02       1.69e+01
 5282         1100.3958       2.50e+00       3.21e+02       2.07e+01
 5283         1100.6042       4.50e+00       3.18e+02       1.32e+01
 5284         1100.8125       1.05e+01       3.06e+02       1.77e+01
 5285         1101.0208      -3.50e+00       3.54e+02       9.25e+00
 5286         1101.2292      -9.00e+00       3.58e+02       6.00e+00
 5287         1101.4375      -5.00e-01       4.14e+02       4.55e+00
